BUSMASTER Ver 3.2.2,,,,,,
PROTOCOL CAN,,,,,,
NOTE: PLEASE DO NOT EDIT THIS DOCUMENT,,,,,,
[START LOGGING SESSION],,,,,,
START DATE AND TIME 15:1:2019 13:13:26:24,,,,,,
END DATE AND TIME 23:1:2019 14:47:40:625,,,,,,
SYSTEM MODE,,,,,,
START CHANNEL BAUD RATE,,,,,,
CHANNEL 1 - Kvaser - Kvaser Leaf Light v2 #0 (Channel 0), Serial Number- 0, Firmware- 0x00000187 0x00040004 - 250000 bps,,,,
END CHANNEL BAUD RATE,,,,,,
START DATABASE FILES,,,,,,
END DATABASE FILES,,,,,,
<Time>,<Tx/Rx>,<Channel>,<CAN ID>,<Type>,<DLC>,<DataBytes>
13:13:27:3332,Rx,1,0x5601069,x,8,B4 F7 FE FF 30 00 89 C0 
13:13:27:3382,Rx,1,0x5601069,x,8,B4 F7 FE FF 2F 00 89 C0 
13:13:27:3432,Rx,1,0x5601069,x,8,B4 F7 FD FF 2F 00 89 C0 
13:13:27:3482,Rx,1,0x5601069,x,8,B4 F7 FD FF 2F 00 89 C0 
13:13:27:3532,Rx,1,0x5601069,x,8,B3 F7 FC FF 2E 00 89 C0 
13:13:27:3582,Rx,1,0x5601069,x,8,B3 F7 FC FF 2E 00 89 C0 
13:13:27:3632,Rx,1,0x5601069,x,8,B3 F7 FC FF 2D 00 89 C0 
13:13:27:3682,Rx,1,0x5601069,x,8,B3 F7 FB FF 2D 00 89 C0 
13:13:27:3732,Rx,1,0x5601069,x,8,B3 F7 FB FF 2C 00 89 C0 
13:13:27:3782,Rx,1,0x5601069,x,8,B3 F7 FB FF 2C 00 89 C0 
13:13:27:3832,Rx,1,0x5601069,x,8,B3 F7 FB FF 2B 00 89 C0 
13:13:27:3882,Rx,1,0x5601069,x,8,B3 F7 FA FF 2B 00 89 C0 
13:13:27:3932,Rx,1,0x5601069,x,8,B3 F7 FA FF 2A 00 89 C0 
13:13:27:3992,Rx,1,0x5601069,x,8,B2 F7 FA FF 2A 00 89 C0 
13:13:27:4042,Rx,1,0x5601069,x,8,B2 F7 F9 FF 29 00 8A C0 
13:13:27:4092,Rx,1,0x5601069,x,8,B2 F7 F9 FF 29 00 8A C0 
13:13:27:4142,Rx,1,0x5601069,x,8,B2 F7 F9 FF 28 00 8A C0 
13:13:27:4192,Rx,1,0x5601069,x,8,B2 F7 F8 FF 28 00 8A C0 
13:13:27:4242,Rx,1,0x5601069,x,8,B1 F7 F8 FF 27 00 8A C0 
13:13:27:4292,Rx,1,0x5601069,x,8,B1 F7 F8 FF 27 00 8A C0 
13:13:27:4342,Rx,1,0x5601069,x,8,B1 F7 F8 FF 26 00 8A C0 
13:13:27:4392,Rx,1,0x5601069,x,8,B1 F7 F8 FF 26 00 8A C0 
13:13:27:4442,Rx,1,0x5601069,x,8,B0 F7 F8 FF 25 00 8A C0 
13:13:27:4492,Rx,1,0x5601069,x,8,B0 F7 F8 FF 25 00 8A C0 
13:13:27:4542,Rx,1,0x5601069,x,8,B0 F7 F8 FF 24 00 8A C0 
13:13:27:4592,Rx,1,0x5601069,x,8,B0 F7 F8 FF 24 00 8A C0 
13:13:27:4642,Rx,1,0x5601069,x,8,AF F7 FB FF 38 00 8A C0 
13:13:27:4702,Rx,1,0x5601069,x,8,AF F7 FB FF 38 00 8A C0 
13:13:27:4752,Rx,1,0x5601069,x,8,AF F7 FA FF 37 00 8A C0 
13:13:27:4802,Rx,1,0x5601069,x,8,AE F7 FA FF 37 00 8A C0 
13:13:27:4852,Rx,1,0x5601069,x,8,AE F7 FA FF 36 00 8A C0 
13:13:27:4902,Rx,1,0x5601069,x,8,AE F7 FA FF 36 00 8A C0 
13:13:27:4952,Rx,1,0x5601069,x,8,AE F7 F9 FF 36 00 8A C0 
13:13:27:5002,Rx,1,0x5601069,x,8,AD F7 F9 FF 35 00 8A C0 
13:13:27:5062,Rx,1,0x5601069,x,8,AE F7 F9 FF 35 00 8A C0 
13:13:27:5102,Rx,1,0x5601069,x,8,AD F7 F9 FF 35 00 8A C0 
13:13:27:5152,Rx,1,0x5601069,x,8,AD F7 F8 FF 34 00 8A C0 
13:13:27:5202,Rx,1,0x5601069,x,8,AD F7 F8 FF 34 00 8A C0 
13:13:27:5252,Rx,1,0x5601069,x,8,AD F7 F8 FF 33 00 8B C0 
13:13:27:5302,Rx,1,0x5601069,x,8,AC F7 F8 FF 33 00 8B C0 
13:13:27:5352,Rx,1,0x5601069,x,8,AC F7 F8 FF 33 00 8B C0 
13:13:27:5402,Rx,1,0x5601069,x,8,AC F7 F8 FF 33 00 8B C0 
13:13:27:5452,Rx,1,0x5601069,x,8,AC F7 F8 FF 32 00 8A C0 
13:13:27:5512,Rx,1,0x5601069,x,8,AC F7 F8 FF 32 00 8A C0 
13:13:27:5562,Rx,1,0x5601069,x,8,AC F7 F8 FF 32 00 8B C0 
13:13:27:5612,Rx,1,0x5601069,x,8,AB F7 F8 FF 31 00 8B C0 
13:13:27:5662,Rx,1,0x5601069,x,8,AB F7 F8 FF 31 00 8B C0 
13:13:27:5712,Rx,1,0x5601069,x,8,AB F7 F8 FF 31 00 8B C0 
13:13:27:5762,Rx,1,0x5601069,x,8,AB F7 F8 FF 30 00 8B C0 
13:13:27:5812,Rx,1,0x5601069,x,8,AA F7 F8 FF 30 00 8B C0 
13:13:27:5862,Rx,1,0x5601069,x,8,AA F7 F8 FF 2F 00 8B C0 
13:13:27:5912,Rx,1,0x5601069,x,8,AA F7 F8 FF 2F 00 8B C0 
13:13:27:5962,Rx,1,0x5601069,x,8,AA F7 F8 FF 2E 00 8B C0 
13:13:27:6012,Rx,1,0x5601069,x,8,A9 F7 F8 FF 2E 00 8B C0 
13:13:27:6062,Rx,1,0x5601069,x,8,A9 F7 F8 FF 2E 00 8B C0 
13:13:27:6112,Rx,1,0x5601069,x,8,A9 F7 F8 FF 2D 00 8B C0 
13:13:27:6162,Rx,1,0x5601069,x,8,A9 F7 F8 FF 2D 00 8B C0 
13:13:27:6212,Rx,1,0x5601069,x,8,A8 F7 F8 FF 2C 00 8B C0 
13:13:27:6272,Rx,1,0x5601069,x,8,A8 F7 F8 FF 2C 00 8B C0 
13:13:27:6322,Rx,1,0x5601069,x,8,A8 F7 F8 FF 2B 00 8B C0 
13:13:27:6372,Rx,1,0x5601069,x,8,A8 F7 F8 FF 2B 00 8B C0 
13:13:27:6422,Rx,1,0x5601069,x,8,A7 F7 F8 FF 2A 00 8B C0 
13:13:27:6472,Rx,1,0x5601069,x,8,A7 F7 F8 FF 2A 00 8B C0 
13:13:27:6522,Rx,1,0x5601069,x,8,A7 F7 F7 FF 29 00 8B C0 
13:13:27:6572,Rx,1,0x5601069,x,8,A7 F7 F7 FF 29 00 8B C0 
13:13:27:6622,Rx,1,0x5601069,x,8,A6 F7 F7 FF 28 00 8B C0 
13:13:27:6672,Rx,1,0x5601069,x,8,A6 F7 F7 FF 28 00 8B C0 
13:13:27:6722,Rx,1,0x5601069,x,8,A6 F7 F7 FF 27 00 8B C0 
13:13:27:6772,Rx,1,0x5601069,x,8,A6 F7 F7 FF 27 00 8B C0 
13:13:27:6822,Rx,1,0x5601069,x,8,A6 F7 F7 FF 26 00 8B C0 
13:13:27:6872,Rx,1,0x5601069,x,8,A5 F7 F7 FF 26 00 8B C0 
13:13:27:6922,Rx,1,0x5601069,x,8,A5 F7 F7 FF 25 00 8B C0 
13:13:27:6972,Rx,1,0x5601069,x,8,A5 F7 F7 FF 25 00 8B C0 
13:13:27:7022,Rx,1,0x5601069,x,8,A5 F7 F7 FF 24 00 8B C0 
13:13:27:7082,Rx,1,0x5601069,x,8,A5 F7 F6 FF 24 00 8B C0 
13:13:27:7132,Rx,1,0x5601069,x,8,A5 F7 F6 FF 24 00 8B C0 
13:13:27:7182,Rx,1,0x5601069,x,8,A5 F7 F6 FF 23 00 8B C0 
13:13:27:7232,Rx,1,0x5601069,x,8,A5 F7 F6 FF 23 00 8B C0 
13:13:27:7282,Rx,1,0x5601069,x,8,A5 F7 F6 FF 23 00 8B C0 
13:13:27:7332,Rx,1,0x5601069,x,8,A5 F7 F6 FF 23 00 8B C0 
13:13:27:7382,Rx,1,0x5601069,x,8,A5 F7 F6 FF 22 00 8B C0 
13:13:27:7432,Rx,1,0x5601069,x,8,A4 F7 F6 FF 22 00 8B C0 
13:13:27:7482,Rx,1,0x5601069,x,8,A4 F7 F6 FF 21 00 8C C0 
13:13:27:7532,Rx,1,0x5601069,x,8,A4 F7 FA FF 36 00 8B C0 
13:13:27:7592,Rx,1,0x5601069,x,8,A3 F7 FA FF 35 00 8B C0 
13:13:27:7632,Rx,1,0x5601069,x,8,A3 F7 FA FF 35 00 8B C0 
13:13:27:7682,Rx,1,0x5601069,x,8,A3 F7 F9 FF 34 00 8C C0 
13:13:27:7732,Rx,1,0x5601069,x,8,A3 F7 F9 FF 34 00 8C C0 
13:13:27:7792,Rx,1,0x5601069,x,8,A2 F7 F9 FF 33 00 8C C0 
13:13:27:7842,Rx,1,0x5601069,x,8,A2 F7 F9 FF 33 00 8C C0 
13:13:27:7892,Rx,1,0x5601069,x,8,A2 F7 F9 FF 33 00 8C C0 
13:13:27:7942,Rx,1,0x5601069,x,8,A2 F7 F9 FF 32 00 8C C0 
13:13:27:7992,Rx,1,0x5601069,x,8,A2 F7 F9 FF 32 00 8C C0 
13:13:27:8042,Rx,1,0x5601069,x,8,A1 F7 F8 FF 31 00 8C C0 
13:13:27:8092,Rx,1,0x5601069,x,8,A1 F7 F8 FF 31 00 8C C0 
13:13:27:8142,Rx,1,0x5601069,x,8,A1 F7 F8 FF 30 00 8C C0 
13:13:27:8192,Rx,1,0x5601069,x,8,A1 F7 F8 FF 30 00 8C C0 
13:13:27:8242,Rx,1,0x5601069,x,8,A1 F7 F8 FF 2F 00 8C C0 
13:13:27:8292,Rx,1,0x5601069,x,8,A1 F7 F8 FF 2F 00 8C C0 
13:13:27:8342,Rx,1,0x5601069,x,8,A1 F7 F8 FF 2E 00 8C C0 
13:13:27:8392,Rx,1,0x5601069,x,8,A1 F7 F8 FF 2E 00 8C C0 
13:13:27:8442,Rx,1,0x5601069,x,8,A1 F7 F8 FF 2D 00 8C C0 
13:13:27:8492,Rx,1,0x5601069,x,8,A0 F7 F8 FF 2D 00 8C C0 
13:13:27:8542,Rx,1,0x5601069,x,8,A0 F7 F8 FF 2C 00 8C C0 
13:13:27:8602,Rx,1,0x5601069,x,8,A0 F7 F8 FF 2C 00 8C C0 
13:13:27:8652,Rx,1,0x5601069,x,8,A0 F7 F7 FF 2B 00 8C C0 
13:13:27:8702,Rx,1,0x5601069,x,8,9F F7 F7 FF 2B 00 8C C0 
13:13:27:8752,Rx,1,0x5601069,x,8,9F F7 F7 FF 2A 00 8C C0 
13:13:27:8802,Rx,1,0x5601069,x,8,9F F7 F7 FF 2A 00 8C C0 
13:13:27:8852,Rx,1,0x5601069,x,8,9F F7 F7 FF 2A 00 8C C0 
13:13:27:8902,Rx,1,0x5601069,x,8,9F F7 F6 FF 29 00 8C C0 
13:13:27:8952,Rx,1,0x5601069,x,8,9F F7 F6 FF 29 00 8C C0 
13:13:27:9002,Rx,1,0x5601069,x,8,9F F7 F6 FF 28 00 8C C0 
13:13:27:9052,Rx,1,0x5601069,x,8,9E F7 F6 FF 28 00 8C C0 
13:13:27:9102,Rx,1,0x5601069,x,8,9E F7 F6 FF 27 00 8C C0 
13:13:27:9152,Rx,1,0x5601069,x,8,9E F7 F6 FF 27 00 8C C0 
13:13:27:9202,Rx,1,0x5601069,x,8,9E F7 F6 FF 27 00 8C C0 
13:13:27:9252,Rx,1,0x5601069,x,8,9E F7 F7 FF 3B 00 8C C0 
13:13:27:9312,Rx,1,0x5601069,x,8,9E F7 F7 FF 3B 00 8C C0 
13:13:27:9362,Rx,1,0x5601069,x,8,9D F7 F7 FF 3A 00 8D C0 
13:13:27:9412,Rx,1,0x5601069,x,8,9D F7 F7 FF 3A 00 8D C0 
13:13:27:9462,Rx,1,0x5601069,x,8,9D F7 F7 FF 39 00 8D C0 
13:13:27:9502,Rx,1,0x5601069,x,8,9D F7 F7 FF 39 00 8D C0 
13:13:27:9562,Rx,1,0x5601069,x,8,9C F7 F7 FF 38 00 8D C0 
13:13:27:9612,Rx,1,0x5601069,x,8,9C F7 F7 FF 38 00 8D C0 
13:13:27:9662,Rx,1,0x5601069,x,8,9C F7 F7 FF 37 00 8D C0 
13:13:27:9712,Rx,1,0x5601069,x,8,9C F7 F7 FF 37 00 8D C0 
13:13:27:9762,Rx,1,0x5601069,x,8,9C F7 F7 FF 36 00 8D C0 
13:13:27:9812,Rx,1,0x5601069,x,8,9C F7 F7 FF 36 00 8D C0 
13:13:27:9862,Rx,1,0x5601069,x,8,9C F7 F7 FF 35 00 8D C0 
13:13:27:9912,Rx,1,0x5601069,x,8,9B F7 F7 FF 35 00 8D C0 
13:13:27:9962,Rx,1,0x5601069,x,8,9B F7 F7 FF 34 00 8D C0 
13:13:28:0012,Rx,1,0x5601069,x,8,9B F7 F6 FF 34 00 8D C0 
13:13:28:0062,Rx,1,0x5601069,x,8,9B F7 F6 FF 33 00 8D C0 
13:13:28:0132,Rx,1,0x5601069,x,8,9B F7 F6 FF 33 00 8D C0 
13:13:28:0172,Rx,1,0x5601069,x,8,9B F7 F6 FF 32 00 8D C0 
13:13:28:0222,Rx,1,0x5601069,x,8,9B F7 F6 FF 32 00 8D C0 
13:13:28:0262,Rx,1,0x5601069,x,8,9B F7 F6 FF 31 00 8D C0 
13:13:28:0322,Rx,1,0x5601069,x,8,9B F7 F6 FF 31 00 8D C0 
13:13:28:0372,Rx,1,0x5601069,x,8,9B F7 F6 FF 30 00 8D C0 
13:13:28:0422,Rx,1,0x5601069,x,8,9B F7 F6 FF 30 00 8D C0 
13:13:28:0472,Rx,1,0x5601069,x,8,9B F7 F6 FF 2F 00 8D C0 
13:13:28:0522,Rx,1,0x5601069,x,8,9B F7 F6 FF 2F 00 8D C0 
13:13:28:0572,Rx,1,0x5601069,x,8,9B F7 F6 FF 2E 00 8D C0 
13:13:28:0622,Rx,1,0x5601069,x,8,9B F7 F6 FF 2E 00 8D C0 
13:13:28:0672,Rx,1,0x5601069,x,8,9B F7 F6 FF 2D 00 8D C0 
13:13:28:0722,Rx,1,0x5601069,x,8,9B F7 F6 FF 2D 00 8D C0 
13:13:28:0772,Rx,1,0x5601069,x,8,9B F7 F6 FF 2C 00 8D C0 
13:13:28:0822,Rx,1,0x5601069,x,8,9B F7 F6 FF 2C 00 8D C0 
13:13:28:0882,Rx,1,0x5601069,x,8,9B F7 F6 FF 2C 00 8D C0 
13:13:28:0932,Rx,1,0x5601069,x,8,9B F7 F6 FF 2B 00 8D C0 
13:13:28:0982,Rx,1,0x5601069,x,8,9B F7 F6 FF 2B 00 8D C0 
13:13:28:1032,Rx,1,0x5601069,x,8,9B F7 F5 FF 2B 00 8D C0 
13:13:28:1082,Rx,1,0x5601069,x,8,9B F7 F5 FF 2A 00 8D C0 
13:13:28:1132,Rx,1,0x5601069,x,8,9B F7 F5 FF 2A 00 8D C0 
13:13:28:1182,Rx,1,0x5601069,x,8,9A F7 F5 FF 29 00 8D C0 
13:13:28:1232,Rx,1,0x5601069,x,8,9A F7 F4 FF 29 00 8D C0 
13:13:28:1282,Rx,1,0x5601069,x,8,9A F7 F4 FF 29 00 8D C0 
13:13:28:1332,Rx,1,0x5601069,x,8,9A F7 F4 FF 28 00 8D C0 
13:13:28:1382,Rx,1,0x5601069,x,8,99 F7 F4 FF 28 00 8D C0 
13:13:28:1432,Rx,1,0x5601069,x,8,99 F7 F4 FF 28 00 8D C0 
13:13:28:1482,Rx,1,0x5601069,x,8,99 F7 F4 FF 27 00 8D C0 
13:13:28:1532,Rx,1,0x5601069,x,8,99 F7 F4 FF 27 00 8D C0 
13:13:28:1582,Rx,1,0x5601069,x,8,98 F7 F4 FF 26 00 8D C0 
13:13:28:1632,Rx,1,0x5601069,x,8,98 F7 F4 FF 26 00 8D C0 
13:13:28:1682,Rx,1,0x5601069,x,8,98 F7 F4 FF 25 00 8D C0 
13:13:28:1742,Rx,1,0x5601069,x,8,98 F7 F3 FF 25 00 8D C0 
13:13:28:1792,Rx,1,0x5601069,x,8,98 F7 F3 FF 24 00 8D C0 
13:13:28:1842,Rx,1,0x5601069,x,8,98 F7 F3 FF 24 00 8D C0 
13:13:28:1892,Rx,1,0x5601069,x,8,98 F7 F3 FF 23 00 8D C0 
13:13:28:1942,Rx,1,0x5601069,x,8,97 F7 F3 FF 23 00 8D C0 
13:13:28:1992,Rx,1,0x5601069,x,8,97 F7 02 00 38 00 8D C0 
13:13:28:2042,Rx,1,0x5601069,x,8,97 F7 01 00 37 00 8D C0 
13:13:28:2092,Rx,1,0x5601069,x,8,96 F7 01 00 37 00 8D C0 
13:13:28:2142,Rx,1,0x5601069,x,8,96 F7 00 00 36 00 8D C0 
13:13:28:2192,Rx,1,0x5601069,x,8,96 F7 00 00 36 00 8D C0 
13:13:28:2242,Rx,1,0x5601069,x,8,96 F7 00 00 35 00 8D C0 
13:13:28:2292,Rx,1,0x5601069,x,8,96 F7 FF FF 35 00 8D C0 
13:13:28:2342,Rx,1,0x5601069,x,8,96 F7 FF FF 34 00 8D C0 
13:13:28:2392,Rx,1,0x5601069,x,8,96 F7 FF FF 34 00 8D C0 
13:13:28:2452,Rx,1,0x5601069,x,8,95 F7 FE FF 34 00 8D C0 
13:13:28:2502,Rx,1,0x5601069,x,8,95 F7 FE FF 33 00 8D C0 
13:13:28:2552,Rx,1,0x5601069,x,8,95 F7 FE FF 33 00 8D C0 
13:13:28:2602,Rx,1,0x5601069,x,8,95 F7 FE FF 33 00 8D C0 
13:13:28:2662,Rx,1,0x5601069,x,8,94 F7 FD FF 33 00 8D C0 
13:13:28:2702,Rx,1,0x5601069,x,8,94 F7 FD FF 32 00 8D C0 
13:13:28:2752,Rx,1,0x5601069,x,8,94 F7 FC FF 32 00 8D C0 
13:13:28:2802,Rx,1,0x5601069,x,8,94 F7 FC FF 31 00 8D C0 
13:13:28:2852,Rx,1,0x5601069,x,8,94 F7 FB FF 31 00 8D C0 
13:13:28:2902,Rx,1,0x5601069,x,8,94 F7 FB FF 30 00 8D C0 
13:13:28:2952,Rx,1,0x5601069,x,8,94 F7 FA FF 30 00 8D C0 
13:13:28:3002,Rx,1,0x5601069,x,8,94 F7 FA FF 2F 00 8D C0 
13:13:28:3052,Rx,1,0x5601069,x,8,94 F7 F9 FF 2F 00 8E C0 
13:13:28:3102,Rx,1,0x5601069,x,8,94 F7 F9 FF 2E 00 8E C0 
13:13:28:3152,Rx,1,0x5601069,x,8,94 F7 F9 FF 2E 00 8E C0 
13:13:28:3202,Rx,1,0x5601069,x,8,93 F7 F8 FF 2D 00 8E C0 
13:13:28:3262,Rx,1,0x5601069,x,8,93 F7 F8 FF 2D 00 8E C0 
13:13:28:3312,Rx,1,0x5601069,x,8,93 F7 F8 FF 2C 00 8E C0 
13:13:28:3362,Rx,1,0x5601069,x,8,93 F7 F8 FF 2C 00 8E C0 
13:13:28:3412,Rx,1,0x5601069,x,8,92 F7 F7 FF 2C 00 8E C0 
13:13:28:3462,Rx,1,0x5601069,x,8,92 F7 F7 FF 2B 00 8E C0 
13:13:28:3512,Rx,1,0x5601069,x,8,92 F7 F7 FF 2B 00 8E C0 
13:13:28:3562,Rx,1,0x5601069,x,8,92 F7 F7 FF 2A 00 8E C0 
13:13:28:3612,Rx,1,0x5601069,x,8,91 F7 F6 FF 2A 00 8E C0 
13:13:28:3662,Rx,1,0x5601069,x,8,91 F7 F6 FF 29 00 8E C0 
13:13:28:3712,Rx,1,0x5601069,x,8,91 F7 F6 FF 29 00 8E C0 
13:13:28:3762,Rx,1,0x5601069,x,8,91 F7 F6 FF 28 00 8E C0 
13:13:28:3812,Rx,1,0x5601069,x,8,91 F7 F6 FF 28 00 8E C0 
13:13:28:3862,Rx,1,0x5601069,x,8,90 F7 F6 FF 27 00 8E C0 
13:13:28:3912,Rx,1,0x5601069,x,8,90 F7 F6 FF 27 00 8E C0 
13:13:28:3972,Rx,1,0x5601069,x,8,90 F7 F6 FF 27 00 8E C0 
13:13:28:4022,Rx,1,0x5601069,x,8,90 F7 F6 FF 26 00 8E C0 
13:13:28:4072,Rx,1,0x5601069,x,8,90 F7 F6 FF 26 00 8E C0 
13:13:28:4122,Rx,1,0x5601069,x,8,90 F7 F5 FF 25 00 8E C0 
13:13:28:4172,Rx,1,0x5601069,x,8,90 F7 F5 FF 25 00 8E C0 
13:13:28:4222,Rx,1,0x5601069,x,8,90 F7 F5 FF 24 00 8E C0 
13:13:28:4272,Rx,1,0x5601069,x,8,90 F7 F5 FF 24 00 8E C0 
13:13:28:4322,Rx,1,0x5601069,x,8,90 F7 F5 FF 23 00 8E C0 
13:13:28:4372,Rx,1,0x5601069,x,8,8F F7 F5 FF 23 00 8E C0 
13:13:28:4422,Rx,1,0x5601069,x,8,8F F7 F5 FF 22 00 8E C0 
13:13:28:4472,Rx,1,0x5601069,x,8,8F F7 F5 FF 22 00 8E C0 
13:13:28:4522,Rx,1,0x5601069,x,8,8F F7 F5 FF 21 00 8E C0 
13:13:28:4572,Rx,1,0x5601069,x,8,8E F7 FC FF 37 00 8E C0 
13:13:28:4622,Rx,1,0x5601069,x,8,8E F7 FB FF 36 00 8E C0 
13:13:28:4672,Rx,1,0x5601069,x,8,8E F7 FB FF 36 00 8E C0 
13:13:28:4722,Rx,1,0x5601069,x,8,8D F7 FA FF 36 00 8E C0 
13:13:28:4772,Rx,1,0x5601069,x,8,8D F7 FA FF 36 00 8E C0 
13:13:28:4832,Rx,1,0x5601069,x,8,8D F7 F9 FF 35 00 8F C0 
13:13:28:4882,Rx,1,0x5601069,x,8,8D F7 F9 FF 35 00 8F C0 
13:13:28:4932,Rx,1,0x5601069,x,8,8D F7 F9 FF 34 00 8F C0 
13:13:28:4982,Rx,1,0x5601069,x,8,8D F7 F8 FF 34 00 8F C0 
13:13:28:5032,Rx,1,0x5601069,x,8,8D F7 F8 FF 33 00 8F C0 
13:13:28:5082,Rx,1,0x5601069,x,8,8D F7 F8 FF 33 00 8F C0 
13:13:28:5132,Rx,1,0x5601069,x,8,8D F7 F8 FF 32 00 8F C0 
13:13:28:5192,Rx,1,0x5601069,x,8,8D F7 F7 FF 32 00 8F C0 
13:13:28:5232,Rx,1,0x5601069,x,8,8D F7 F7 FF 31 00 8F C0 
13:13:28:5282,Rx,1,0x5601069,x,8,8D F7 F7 FF 31 00 8F C0 
13:13:28:5332,Rx,1,0x5601069,x,8,8C F7 F7 FF 30 00 8F C0 
13:13:28:5382,Rx,1,0x5601069,x,8,8C F7 F7 FF 30 00 8F C0 
13:13:28:5432,Rx,1,0x5601069,x,8,8C F7 F7 FF 2F 00 8F C0 
13:13:28:5482,Rx,1,0x5601069,x,8,8C F7 F7 FF 2F 00 8F C0 
13:13:28:5542,Rx,1,0x5601069,x,8,8B F7 F6 FF 2E 00 8F C0 
13:13:28:5592,Rx,1,0x5601069,x,8,8B F7 F6 FF 2E 00 8F C0 
13:13:28:5642,Rx,1,0x5601069,x,8,8B F7 F6 FF 2D 00 8F C0 
13:13:28:5692,Rx,1,0x5601069,x,8,8B F7 F6 FF 2D 00 8F C0 
13:13:28:5742,Rx,1,0x5601069,x,8,8A F7 F6 FF 2C 00 8F C0 
13:13:28:5792,Rx,1,0x5601069,x,8,8A F7 F6 FF 2C 00 8F C0 
13:13:28:5842,Rx,1,0x5601069,x,8,8A F7 F5 FF 2B 00 8F C0 
13:13:28:5892,Rx,1,0x5601069,x,8,8A F7 F5 FF 2B 00 8F C0 
13:13:28:5942,Rx,1,0x5601069,x,8,8A F7 F5 FF 2B 00 8F C0 
13:13:28:5992,Rx,1,0x5601069,x,8,8A F7 F5 FF 2A 00 8F C0 
13:13:28:6042,Rx,1,0x5601069,x,8,8A F7 F4 FF 2A 00 8F C0 
13:13:28:6092,Rx,1,0x5601069,x,8,8A F7 F4 FF 29 00 8F C0 
13:13:28:6142,Rx,1,0x5601069,x,8,8A F7 F4 FF 29 00 8F C0 
13:13:28:6192,Rx,1,0x5601069,x,8,8A F7 F4 FF 28 00 8F C0 
13:13:28:6242,Rx,1,0x5601069,x,8,8A F7 F4 FF 28 00 8F C0 
13:13:28:6292,Rx,1,0x5601069,x,8,8A F7 F4 FF 27 00 8F C0 
13:13:28:6352,Rx,1,0x5601069,x,8,8A F7 F4 FF 27 00 8F C0 
13:13:28:6402,Rx,1,0x5601069,x,8,8A F7 F4 FF 26 00 8F C0 
13:13:28:6452,Rx,1,0x5601069,x,8,89 F7 F4 FF 26 00 8F C0 
13:13:28:6502,Rx,1,0x5601069,x,8,89 F7 F4 FF 25 00 8F C0 
13:13:28:6552,Rx,1,0x5601069,x,8,89 F7 F4 FF 25 00 8F C0 
13:13:28:6602,Rx,1,0x5601069,x,8,89 F7 F4 FF 25 00 8F C0 
13:13:28:6652,Rx,1,0x5601069,x,8,89 F7 F4 FF 24 00 8F C0 
13:13:28:6702,Rx,1,0x5601069,x,8,89 F7 F4 FF 24 00 8F C0 
13:13:28:6752,Rx,1,0x5601069,x,8,88 F7 F4 FF 23 00 8F C0 
13:13:28:6802,Rx,1,0x5601069,x,8,88 F7 FB FF 39 00 8F C0 
13:13:28:6852,Rx,1,0x5601069,x,8,88 F7 FA FF 38 00 8F C0 
13:13:28:6902,Rx,1,0x5601069,x,8,87 F7 FA FF 38 00 8F C0 
13:13:28:6952,Rx,1,0x5601069,x,8,87 F7 FA FF 37 00 8F C0 
13:13:28:7002,Rx,1,0x5601069,x,8,87 F7 FA FF 37 00 8F C0 
13:13:28:7052,Rx,1,0x5601069,x,8,87 F7 F9 FF 37 00 8F C0 
13:13:28:7102,Rx,1,0x5601069,x,8,86 F7 F9 FF 36 00 90 C0 
13:13:28:7162,Rx,1,0x5601069,x,8,86 F7 F9 FF 36 00 90 C0 
13:13:28:7212,Rx,1,0x5601069,x,8,86 F7 F9 FF 35 00 90 C0 
13:13:28:7262,Rx,1,0x5601069,x,8,86 F7 F9 FF 35 00 90 C0 
13:13:28:7312,Rx,1,0x5601069,x,8,85 F7 F9 FF 34 00 90 C0 
13:13:28:7362,Rx,1,0x5601069,x,8,85 F7 F9 FF 34 00 90 C0 
13:13:28:7412,Rx,1,0x5601069,x,8,85 F7 F9 FF 33 00 90 C0 
13:13:28:7462,Rx,1,0x5601069,x,8,85 F7 F9 FF 33 00 90 C0 
13:13:28:7512,Rx,1,0x5601069,x,8,84 F7 F9 FF 33 00 90 C0 
13:13:28:7562,Rx,1,0x5601069,x,8,84 F7 F9 FF 32 00 90 C0 
13:13:28:7612,Rx,1,0x5601069,x,8,84 F7 F9 FF 32 00 90 C0 
13:13:28:7662,Rx,1,0x5601069,x,8,84 F7 F9 FF 31 00 90 C0 
13:13:28:7722,Rx,1,0x5601069,x,8,84 F7 F9 FF 31 00 90 C0 
13:13:28:7762,Rx,1,0x5601069,x,8,84 F7 F9 FF 30 00 90 C0 
13:13:28:7812,Rx,1,0x5601069,x,8,84 F7 F9 FF 30 00 90 C0 
13:13:28:7872,Rx,1,0x5601069,x,8,83 F7 F9 FF 2F 00 90 C0 
13:13:28:7922,Rx,1,0x5601069,x,8,83 F7 F9 FF 2F 00 90 C0 
13:13:28:7972,Rx,1,0x5601069,x,8,83 F7 F9 FF 2E 00 90 C0 
13:13:28:8022,Rx,1,0x5601069,x,8,83 F7 F9 FF 2E 00 90 C0 
13:13:28:8072,Rx,1,0x5601069,x,8,83 F7 F8 FF 2D 00 90 C0 
13:13:28:8122,Rx,1,0x5601069,x,8,82 F7 F8 FF 2D 00 90 C0 
