BUSMASTER Ver 3.2.2,,,,,,
PROTOCOL CAN,,,,,,
NOTE: PLEASE DO NOT EDIT THIS DOCUMENT,,,,,,
[START LOGGING SESSION],,,,,,
START DATE AND TIME 15:1:2019 13:13:26:24,,,,,,
END DATE AND TIME 23:1:2019 14:47:40:625,,,,,,
SYSTEM MODE,,,,,,
START CHANNEL BAUD RATE,,,,,,
CHANNEL 1 - Kvaser - Kvaser Leaf Light v2 #0 (Channel 0), Serial Number- 0, Firmware- 0x00000187 0x00040004 - 250000 bps,,,,
END CHANNEL BAUD RATE,,,,,,
START DATABASE FILES,,,,,,
END DATABASE FILES,,,,,,
<Time>,<Tx/Rx>,<Channel>,<CAN ID>,<Type>,<DLC>,<DataBytes>
13:13:39:4942,Rx,1,0x5601069,x,8,FB F5 F8 FF 2D 00 C9 C0 
13:13:39:5002,Rx,1,0x5601069,x,8,FB F5 F8 FF 2D 00 C9 C0 
13:13:39:5052,Rx,1,0x5601069,x,8,FB F5 F8 FF 2C 00 C9 C0 
13:13:39:5102,Rx,1,0x5601069,x,8,FB F5 F8 FF 2C 00 C9 C0 
13:13:39:5152,Rx,1,0x5601069,x,8,FA F5 F8 FF 2B 00 C9 C0 
13:13:39:5202,Rx,1,0x5601069,x,8,FA F5 F7 FF 2B 00 C9 C0 
13:13:39:5252,Rx,1,0x5601069,x,8,FA F5 F7 FF 2A 00 C9 C0 
13:13:39:5302,Rx,1,0x5601069,x,8,FA F5 F7 FF 2A 00 C9 C0 
13:13:39:5352,Rx,1,0x5601069,x,8,F9 F5 F7 FF 29 00 C9 C0 
13:13:39:5402,Rx,1,0x5601069,x,8,F9 F5 F7 FF 29 00 C9 C0 
13:13:39:5452,Rx,1,0x5601069,x,8,F9 F5 F7 FF 29 00 CA C0 
13:13:39:5502,Rx,1,0x5601069,x,8,F9 F5 F7 FF 28 00 CA C0 
13:13:39:5552,Rx,1,0x5601069,x,8,F8 F5 F7 FF 28 00 CA C0 
13:13:39:5602,Rx,1,0x5601069,x,8,F8 F5 F7 FF 28 00 CA C0 
13:13:39:5652,Rx,1,0x5601069,x,8,F8 F5 F7 FF 28 00 CA C0 
13:13:39:5702,Rx,1,0x5601069,x,8,F8 F5 F7 FF 27 00 CA C0 
13:13:39:5762,Rx,1,0x5601069,x,8,F8 F5 F7 FF 27 00 CA C0 
13:13:39:5812,Rx,1,0x5601069,x,8,F8 F5 F7 FF 26 00 CA C0 
13:13:39:5862,Rx,1,0x5601069,x,8,F7 F5 F6 FF 26 00 CA C0 
13:13:39:5912,Rx,1,0x5601069,x,8,F7 F5 F6 FF 25 00 CA C0 
13:13:39:5962,Rx,1,0x5601069,x,8,F7 F5 F6 FF 25 00 CA C0 
13:13:39:6012,Rx,1,0x5601069,x,8,F7 F5 F6 FF 24 00 CA C0 
13:13:39:6062,Rx,1,0x5601069,x,8,F7 F5 F6 FF 24 00 CA C0 
13:13:39:6112,Rx,1,0x5601069,x,8,F6 F5 F6 FF 23 00 CA C0 
13:13:39:6162,Rx,1,0x5601069,x,8,F6 F5 FA FF 39 00 CA C0 
13:13:39:6212,Rx,1,0x5601069,x,8,F6 F5 FA FF 39 00 CA C0 
13:13:39:6262,Rx,1,0x5601069,x,8,F5 F5 F9 FF 38 00 CA C0 
13:13:39:6312,Rx,1,0x5601069,x,8,F5 F5 F9 FF 38 00 CA C0 
13:13:39:6362,Rx,1,0x5601069,x,8,F5 F5 F9 FF 37 00 CA C0 
13:13:39:6412,Rx,1,0x5601069,x,8,F5 F5 F8 FF 37 00 CA C0 
13:13:39:6472,Rx,1,0x5601069,x,8,F5 F5 F8 FF 36 00 CA C0 
13:13:39:6512,Rx,1,0x5601069,x,8,F4 F5 F8 FF 36 00 CA C0 
13:13:39:6562,Rx,1,0x5601069,x,8,F4 F5 F8 FF 35 00 CB C0 
13:13:39:6632,Rx,1,0x5601069,x,8,F4 F5 F8 FF 35 00 CB C0 
13:13:39:6672,Rx,1,0x5601069,x,8,F4 F5 F8 FF 34 00 CB C0 
13:13:39:6722,Rx,1,0x5601069,x,8,F4 F5 F8 FF 34 00 CB C0 
13:13:39:6772,Rx,1,0x5601069,x,8,F3 F5 F8 FF 34 00 CB C0 
13:13:39:6822,Rx,1,0x5601069,x,8,F3 F5 F7 FF 33 00 CB C0 
13:13:39:6872,Rx,1,0x5601069,x,8,F3 F5 F7 FF 33 00 CB C0 
13:13:39:6922,Rx,1,0x5601069,x,8,F3 F5 F7 FF 33 00 CB C0 
13:13:39:6972,Rx,1,0x5601069,x,8,F2 F5 F7 FF 32 00 CB C0 
13:13:39:7022,Rx,1,0x5601069,x,8,F2 F5 F6 FF 32 00 CB C0 
13:13:39:7072,Rx,1,0x5601069,x,8,F2 F5 F6 FF 32 00 CB C0 
13:13:39:7122,Rx,1,0x5601069,x,8,F2 F5 F6 FF 31 00 CB C0 
13:13:39:7172,Rx,1,0x5601069,x,8,F1 F5 F6 FF 31 00 CB C0 
13:13:39:7222,Rx,1,0x5601069,x,8,F1 F5 F5 FF 30 00 CB C0 
13:13:39:7272,Rx,1,0x5601069,x,8,F1 F5 F5 FF 30 00 CB C0 
13:13:39:7332,Rx,1,0x5601069,x,8,F1 F5 F5 FF 2F 00 CB C0 
13:13:39:7382,Rx,1,0x5601069,x,8,F0 F5 F5 FF 2F 00 CB C0 
13:13:39:7432,Rx,1,0x5601069,x,8,F0 F5 F4 FF 2E 00 CB C0 
13:13:39:7482,Rx,1,0x5601069,x,8,F0 F5 F4 FF 2E 00 CB C0 
13:13:39:7532,Rx,1,0x5601069,x,8,F0 F5 F4 FF 2E 00 CB C0 
13:13:39:7582,Rx,1,0x5601069,x,8,F0 F5 F4 FF 2E 00 CB C0 
13:13:39:7632,Rx,1,0x5601069,x,8,EF F5 F3 FF 2D 00 CB C0 
13:13:39:7682,Rx,1,0x5601069,x,8,EF F5 F3 FF 2D 00 CB C0 
13:13:39:7732,Rx,1,0x5601069,x,8,EF F5 F3 FF 2D 00 CB C0 
13:13:39:7782,Rx,1,0x5601069,x,8,EF F5 F3 FF 2C 00 CB C0 
13:13:39:7832,Rx,1,0x5601069,x,8,EF F5 F3 FF 2C 00 CB C0 
13:13:39:7882,Rx,1,0x5601069,x,8,EF F5 F3 FF 2B 00 CB C0 
13:13:39:7932,Rx,1,0x5601069,x,8,EF F5 F3 FF 2B 00 CB C0 
13:13:39:7982,Rx,1,0x5601069,x,8,EF F5 F3 FF 2B 00 CB C0 
13:13:39:8032,Rx,1,0x5601069,x,8,EF F5 F3 FF 2A 00 CB C0 
13:13:39:8082,Rx,1,0x5601069,x,8,EF F5 F3 FF 2A 00 CB C0 
13:13:39:8142,Rx,1,0x5601069,x,8,EE F5 F3 FF 2A 00 CB C0 
13:13:39:8192,Rx,1,0x5601069,x,8,EE F5 F2 FF 2A 00 CB C0 
13:13:39:8242,Rx,1,0x5601069,x,8,EE F5 F2 FF 29 00 CB C0 
13:13:39:8292,Rx,1,0x5601069,x,8,EE F5 F2 FF 29 00 CB C0 
13:13:39:8342,Rx,1,0x5601069,x,8,ED F5 F2 FF 28 00 CB C0 
13:13:39:8392,Rx,1,0x5601069,x,8,ED F5 F1 FF 28 00 CB C0 
13:13:39:8442,Rx,1,0x5601069,x,8,ED F5 F1 FF 27 00 CC C0 
13:13:39:8492,Rx,1,0x5601069,x,8,ED F5 06 00 35 00 CB C0 
13:13:39:8542,Rx,1,0x5601069,x,8,ED F5 06 00 34 00 CB C0 
13:13:39:8592,Rx,1,0x5601069,x,8,ED F5 05 00 34 00 CB C0 
13:13:39:8642,Rx,1,0x5601069,x,8,ED F5 05 00 33 00 CB C0 
13:13:39:8692,Rx,1,0x5601069,x,8,EC F5 04 00 33 00 CB C0 
13:13:39:8742,Rx,1,0x5601069,x,8,EC F5 04 00 32 00 CB C0 
13:13:39:8792,Rx,1,0x5601069,x,8,EC F5 03 00 32 00 CB C0 
13:13:39:8852,Rx,1,0x5601069,x,8,EC F5 03 00 31 00 CB C0 
13:13:39:8902,Rx,1,0x5601069,x,8,EB F5 03 00 31 00 CB C0 
13:13:39:8952,Rx,1,0x5601069,x,8,EB F5 02 00 30 00 CC C0 
13:13:39:9002,Rx,1,0x5601069,x,8,EB F5 02 00 30 00 CC C0 
13:13:39:9052,Rx,1,0x5601069,x,8,EB F5 01 00 2F 00 CC C0 
13:13:39:9102,Rx,1,0x5601069,x,8,EB F5 01 00 2F 00 CC C0 
13:13:39:9162,Rx,1,0x5601069,x,8,EB F5 00 00 2F 00 CC C0 
13:13:39:9202,Rx,1,0x5601069,x,8,EB F5 00 00 2F 00 CC C0 
13:13:39:9252,Rx,1,0x5601069,x,8,EB F5 FF FF 2E 00 CC C0 
13:13:39:9302,Rx,1,0x5601069,x,8,EA F5 FF FF 2E 00 CC C0 
13:13:39:9352,Rx,1,0x5601069,x,8,EA F5 FE FF 2D 00 CC C0 
13:13:39:9402,Rx,1,0x5601069,x,8,EA F5 FE FF 2D 00 CC C0 
13:13:39:9452,Rx,1,0x5601069,x,8,EA F5 FD FF 2C 00 CC C0 
13:13:39:9502,Rx,1,0x5601069,x,8,E9 F5 FD FF 2C 00 CC C0 
13:13:39:9552,Rx,1,0x5601069,x,8,E9 F5 FC FF 2C 00 CC C0 
13:13:39:9602,Rx,1,0x5601069,x,8,E9 F5 FC FF 2B 00 CC C0 
13:13:39:9662,Rx,1,0x5601069,x,8,E9 F5 FB FF 2B 00 CC C0 
13:13:39:9712,Rx,1,0x5601069,x,8,E9 F5 FB FF 2A 00 CC C0 
13:13:39:9762,Rx,1,0x5601069,x,8,E9 F5 FB FF 2A 00 CC C0 
13:13:39:9812,Rx,1,0x5601069,x,8,E9 F5 FA FF 29 00 CC C0 
13:13:39:9862,Rx,1,0x5601069,x,8,E9 F5 FA FF 29 00 CC C0 
13:13:39:9912,Rx,1,0x5601069,x,8,E9 F5 FA FF 28 00 CC C0 
13:13:39:9962,Rx,1,0x5601069,x,8,E9 F5 FA FF 28 00 CC C0 
13:13:40:0012,Rx,1,0x5601069,x,8,E9 F5 F9 FF 27 00 CC C0 
13:13:40:0062,Rx,1,0x5601069,x,8,E9 F5 F9 FF 27 00 CC C0 
13:13:40:0112,Rx,1,0x5601069,x,8,E9 F5 F9 FF 27 00 CC C0 
13:13:40:0162,Rx,1,0x5601069,x,8,E9 F5 F8 FF 26 00 CC C0 
13:13:40:0212,Rx,1,0x5601069,x,8,E9 F5 F8 FF 26 00 CC C0 
13:13:40:0262,Rx,1,0x5601069,x,8,E9 F5 F8 FF 25 00 CC C0 
13:13:40:0312,Rx,1,0x5601069,x,8,E8 F5 F8 FF 25 00 CC C0 
13:13:40:0362,Rx,1,0x5601069,x,8,E8 F5 F8 FF 24 00 CC C0 
13:13:40:0422,Rx,1,0x5601069,x,8,E8 F5 F8 FF 24 00 CC C0 
13:13:40:0472,Rx,1,0x5601069,x,8,E8 F5 F8 FF 23 00 CC C0 
13:13:40:0522,Rx,1,0x5601069,x,8,E8 F5 F7 FF 23 00 CC C0 
13:13:40:0572,Rx,1,0x5601069,x,8,E8 F5 F7 FF 22 00 CC C0 
13:13:40:0622,Rx,1,0x5601069,x,8,E7 F5 FE FF 36 00 CC C0 
13:13:40:0672,Rx,1,0x5601069,x,8,E7 F5 FD FF 36 00 CC C0 
13:13:40:0722,Rx,1,0x5601069,x,8,E7 F5 FD FF 35 00 CC C0 
13:13:40:0772,Rx,1,0x5601069,x,8,E7 F5 FC FF 35 00 CC C0 
13:13:40:0822,Rx,1,0x5601069,x,8,E6 F5 FC FF 34 00 CC C0 
13:13:40:0872,Rx,1,0x5601069,x,8,E6 F5 FB FF 34 00 CC C0 
13:13:40:0922,Rx,1,0x5601069,x,8,E6 F5 FB FF 33 00 CC C0 
13:13:40:0972,Rx,1,0x5601069,x,8,E6 F5 FB FF 33 00 CC C0 
13:13:40:1022,Rx,1,0x5601069,x,8,E6 F5 FB FF 32 00 CC C0 
13:13:40:1072,Rx,1,0x5601069,x,8,E6 F5 FA FF 32 00 CC C0 
13:13:40:1122,Rx,1,0x5601069,x,8,E5 F5 FA FF 31 00 CC C0 
13:13:40:1172,Rx,1,0x5601069,x,8,E5 F5 FA FF 31 00 CC C0 
13:13:40:1232,Rx,1,0x5601069,x,8,E5 F5 FA FF 30 00 CC C0 
13:13:40:1282,Rx,1,0x5601069,x,8,E5 F5 F9 FF 30 00 CD C0 
13:13:40:1332,Rx,1,0x5601069,x,8,E4 F5 F9 FF 2F 00 CD C0 
13:13:40:1382,Rx,1,0x5601069,x,8,E4 F5 F9 FF 2F 00 CD C0 
13:13:40:1432,Rx,1,0x5601069,x,8,E4 F5 F8 FF 2F 00 CD C0 
13:13:40:1482,Rx,1,0x5601069,x,8,E4 F5 F8 FF 2F 00 CD C0 
13:13:40:1532,Rx,1,0x5601069,x,8,E4 F5 F8 FF 2E 00 CD C0 
13:13:40:1582,Rx,1,0x5601069,x,8,E3 F5 F8 FF 2E 00 CD C0 
13:13:40:1632,Rx,1,0x5601069,x,8,E3 F5 F8 FF 2D 00 CD C0 
13:13:40:1692,Rx,1,0x5601069,x,8,E3 F5 F8 FF 2D 00 CD C0 
13:13:40:1732,Rx,1,0x5601069,x,8,E3 F5 F8 FF 2D 00 CD C0 
13:13:40:1782,Rx,1,0x5601069,x,8,E3 F5 F8 FF 2C 00 CD C0 
13:13:40:1832,Rx,1,0x5601069,x,8,E3 F5 F8 FF 2C 00 CD C0 
13:13:40:1882,Rx,1,0x5601069,x,8,E2 F5 F8 FF 2B 00 CD C0 
13:13:40:1932,Rx,1,0x5601069,x,8,E2 F5 F8 FF 2B 00 CD C0 
13:13:40:1992,Rx,1,0x5601069,x,8,E2 F5 F8 FF 2A 00 CD C0 
13:13:40:2042,Rx,1,0x5601069,x,8,E2 F5 F8 FF 2A 00 CD C0 
13:13:40:2092,Rx,1,0x5601069,x,8,E1 F5 F8 FF 2A 00 CD C0 
13:13:40:2142,Rx,1,0x5601069,x,8,E1 F5 F8 FF 29 00 CD C0 
13:13:40:2192,Rx,1,0x5601069,x,8,E1 F5 F8 FF 29 00 CD C0 
13:13:40:2242,Rx,1,0x5601069,x,8,E1 F5 F7 FF 29 00 CD C0 
13:13:40:2292,Rx,1,0x5601069,x,8,E0 F5 F7 FF 28 00 CD C0 
13:13:40:2342,Rx,1,0x5601069,x,8,E0 F5 F7 FF 28 00 CE C0 
13:13:40:2392,Rx,1,0x5601069,x,8,E0 F5 F7 FF 27 00 CE C0 
13:13:40:2442,Rx,1,0x5601069,x,8,E0 F5 F6 FF 27 00 CE C0 
13:13:40:2492,Rx,1,0x5601069,x,8,DF F5 F6 FF 26 00 CE C0 
13:13:40:2542,Rx,1,0x5601069,x,8,DF F5 F6 FF 26 00 CE C0 
13:13:40:2592,Rx,1,0x5601069,x,8,DF F5 F6 FF 25 00 CE C0 
13:13:40:2642,Rx,1,0x5601069,x,8,DF F5 F6 FF 25 00 CE C0 
13:13:40:2692,Rx,1,0x5601069,x,8,DF F5 F6 FF 24 00 CE C0 
13:13:40:2742,Rx,1,0x5601069,x,8,DF F5 F5 FF 24 00 CE C0 
13:13:40:2802,Rx,1,0x5601069,x,8,DE F5 FB FF 39 00 CD C0 
13:13:40:2852,Rx,1,0x5601069,x,8,DE F5 FA FF 39 00 CE C0 
13:13:40:2902,Rx,1,0x5601069,x,8,DE F5 FA FF 38 00 CE C0 
13:13:40:2952,Rx,1,0x5601069,x,8,DE F5 F9 FF 38 00 CE C0 
13:13:40:3002,Rx,1,0x5601069,x,8,DD F5 F9 FF 37 00 CE C0 
13:13:40:3052,Rx,1,0x5601069,x,8,DD F5 F9 FF 37 00 CE C0 
13:13:40:3102,Rx,1,0x5601069,x,8,DD F5 F8 FF 36 00 CE C0 
13:13:40:3152,Rx,1,0x5601069,x,8,DD F5 F8 FF 36 00 CE C0 
13:13:40:3202,Rx,1,0x5601069,x,8,DD F5 F8 FF 35 00 CE C0 
13:13:40:3252,Rx,1,0x5601069,x,8,DD F5 F8 FF 35 00 CE C0 
13:13:40:3302,Rx,1,0x5601069,x,8,DD F5 F8 FF 34 00 CE C0 
13:13:40:3352,Rx,1,0x5601069,x,8,DD F5 F8 FF 34 00 CE C0 
13:13:40:3402,Rx,1,0x5601069,x,8,DC F5 F8 FF 33 00 CE C0 
13:13:40:3452,Rx,1,0x5601069,x,8,DC F5 F8 FF 33 00 CE C0 
13:13:40:3512,Rx,1,0x5601069,x,8,DC F5 F8 FF 32 00 CE C0 
13:13:40:3562,Rx,1,0x5601069,x,8,DC F5 F8 FF 32 00 CE C0 
13:13:40:3612,Rx,1,0x5601069,x,8,DC F5 F8 FF 31 00 CE C0 
13:13:40:3662,Rx,1,0x5601069,x,8,DC F5 F8 FF 31 00 CE C0 
13:13:40:3712,Rx,1,0x5601069,x,8,DC F5 F8 FF 30 00 CE C0 
13:13:40:3762,Rx,1,0x5601069,x,8,DC F5 F8 FF 30 00 CE C0 
13:13:40:3812,Rx,1,0x5601069,x,8,DB F5 F8 FF 2F 00 CE C0 
13:13:40:3862,Rx,1,0x5601069,x,8,DB F5 F7 FF 2F 00 CE C0 
13:13:40:3912,Rx,1,0x5601069,x,8,DB F5 F7 FF 2E 00 CE C0 
13:13:40:3962,Rx,1,0x5601069,x,8,DB F5 F7 FF 2E 00 CE C0 
13:13:40:4012,Rx,1,0x5601069,x,8,DA F5 F7 FF 2D 00 CE C0 
13:13:40:4062,Rx,1,0x5601069,x,8,DA F5 F7 FF 2D 00 CE C0 
13:13:40:4112,Rx,1,0x5601069,x,8,DA F5 F7 FF 2C 00 CE C0 
13:13:40:4162,Rx,1,0x5601069,x,8,DA F5 F7 FF 2C 00 CE C0 
13:13:40:4222,Rx,1,0x5601069,x,8,DA F5 F7 FF 2B 00 CE C0 
13:13:40:4272,Rx,1,0x5601069,x,8,DA F5 F7 FF 2B 00 CE C0 
13:13:40:4322,Rx,1,0x5601069,x,8,DA F5 F7 FF 2A 00 CF C0 
13:13:40:4372,Rx,1,0x5601069,x,8,DA F5 F7 FF 2A 00 CF C0 
13:13:40:4422,Rx,1,0x5601069,x,8,D9 F5 F7 FF 29 00 CF C0 
13:13:40:4472,Rx,1,0x5601069,x,8,D9 F5 F7 FF 29 00 CF C0 
13:13:40:4522,Rx,1,0x5601069,x,8,D9 F5 F7 FF 29 00 CF C0 
13:13:40:4572,Rx,1,0x5601069,x,8,D9 F5 F6 FF 28 00 CF C0 
13:13:40:4622,Rx,1,0x5601069,x,8,D9 F5 F6 FF 28 00 CF C0 
13:13:40:4672,Rx,1,0x5601069,x,8,D9 F5 F6 FF 27 00 CF C0 
13:13:40:4722,Rx,1,0x5601069,x,8,D9 F5 F6 FF 27 00 CF C0 
13:13:40:4772,Rx,1,0x5601069,x,8,D9 F5 F6 FF 26 00 CF C0 
13:13:40:4822,Rx,1,0x5601069,x,8,D8 F5 F6 FF 26 00 CF C0 
13:13:40:4872,Rx,1,0x5601069,x,8,D8 F5 F6 FF 25 00 CF C0 
13:13:40:4922,Rx,1,0x5601069,x,8,D8 F5 F6 FF 25 00 CF C0 
13:13:40:4972,Rx,1,0x5601069,x,8,D8 F5 F6 FF 24 00 CF C0 
13:13:40:5022,Rx,1,0x5601069,x,8,D7 F5 F5 FF 24 00 CF C0 
13:13:40:5082,Rx,1,0x5601069,x,8,D7 F5 F5 FF 23 00 CF C0 
13:13:40:5132,Rx,1,0x5601069,x,8,D7 F5 F5 FF 23 00 CF C0 
13:13:40:5182,Rx,1,0x5601069,x,8,D7 F5 F5 FF 22 00 CF C0 
13:13:40:5232,Rx,1,0x5601069,x,8,D6 F5 F5 FF 22 00 CF C0 
13:13:40:5282,Rx,1,0x5601069,x,8,D6 F5 F5 FF 21 00 CF C0 
13:13:40:5332,Rx,1,0x5601069,x,8,D6 F5 F4 FF 21 00 CF C0 
13:13:40:5382,Rx,1,0x5601069,x,8,D5 F5 04 00 36 00 CF C0 
13:13:40:5432,Rx,1,0x5601069,x,8,D5 F5 04 00 35 00 CF C0 
13:13:40:5482,Rx,1,0x5601069,x,8,D5 F5 04 00 35 00 CF C0 
13:13:40:5532,Rx,1,0x5601069,x,8,D5 F5 03 00 34 00 CF C0 
13:13:40:5582,Rx,1,0x5601069,x,8,D5 F5 03 00 34 00 CF C0 
13:13:40:5632,Rx,1,0x5601069,x,8,D5 F5 02 00 33 00 CF C0 
13:13:40:5682,Rx,1,0x5601069,x,8,D4 F5 02 00 33 00 CF C0 
13:13:40:5732,Rx,1,0x5601069,x,8,D4 F5 02 00 32 00 CF C0 
13:13:40:5782,Rx,1,0x5601069,x,8,D4 F5 02 00 32 00 CF C0 
13:13:40:5832,Rx,1,0x5601069,x,8,D4 F5 01 00 31 00 CF C0 
13:13:40:5892,Rx,1,0x5601069,x,8,D4 F5 01 00 31 00 CF C0 
13:13:40:5942,Rx,1,0x5601069,x,8,D4 F5 01 00 30 00 CF C0 
13:13:40:5992,Rx,1,0x5601069,x,8,D3 F5 00 00 30 00 CF C0 
13:13:40:6042,Rx,1,0x5601069,x,8,D3 F5 00 00 2F 00 CF C0 
13:13:40:6092,Rx,1,0x5601069,x,8,D3 F5 00 00 2F 00 CF C0 
13:13:40:6142,Rx,1,0x5601069,x,8,D3 F5 FF FF 2E 00 CF C0 
13:13:40:6192,Rx,1,0x5601069,x,8,D2 F5 FF FF 2E 00 CF C0 
13:13:40:6242,Rx,1,0x5601069,x,8,D2 F5 FE FF 2D 00 CF C0 
13:13:40:6292,Rx,1,0x5601069,x,8,D2 F5 FE FF 2D 00 D0 C0 
13:13:40:6342,Rx,1,0x5601069,x,8,D2 F5 FD FF 2C 00 D0 C0 
13:13:40:6392,Rx,1,0x5601069,x,8,D2 F5 FD FF 2C 00 D0 C0 
13:13:40:6442,Rx,1,0x5601069,x,8,D2 F5 FD FF 2B 00 D0 C0 
13:13:40:6492,Rx,1,0x5601069,x,8,D2 F5 FD FF 2B 00 D0 C0 
13:13:40:6542,Rx,1,0x5601069,x,8,D2 F5 FC FF 2A 00 D0 C0 
13:13:40:6592,Rx,1,0x5601069,x,8,D2 F5 FC FF 2A 00 D0 C0 
13:13:40:6652,Rx,1,0x5601069,x,8,D2 F5 FB FF 29 00 D0 C0 
13:13:40:6702,Rx,1,0x5601069,x,8,D1 F5 FB FF 29 00 D0 C0 
13:13:40:6762,Rx,1,0x5601069,x,8,D1 F5 FA FF 28 00 D0 C0 
13:13:40:6802,Rx,1,0x5601069,x,8,D1 F5 FA FF 28 00 D0 C0 
13:13:40:6852,Rx,1,0x5601069,x,8,D1 F5 F9 FF 27 00 D0 C0 
13:13:40:6902,Rx,1,0x5601069,x,8,D1 F5 F9 FF 27 00 D0 C0 
13:13:40:6952,Rx,1,0x5601069,x,8,D1 F5 F9 FF 26 00 D0 C0 
13:13:40:7002,Rx,1,0x5601069,x,8,D0 F5 F8 FF 26 00 D0 C0 
13:13:40:7052,Rx,1,0x5601069,x,8,D0 F5 F8 FF 25 00 D0 C0 
13:13:40:7102,Rx,1,0x5601069,x,8,D0 F5 F8 FF 25 00 D0 C0 
13:13:40:7152,Rx,1,0x5601069,x,8,D0 F5 F8 FF 24 00 D0 C0 
13:13:40:7202,Rx,1,0x5601069,x,8,CF F5 F7 FF 24 00 D0 C0 
13:13:40:7252,Rx,1,0x5601069,x,8,CF F5 F7 FF 23 00 D0 C0 
13:13:40:7302,Rx,1,0x5601069,x,8,CF F5 F7 FF 23 00 D0 C0 
13:13:40:7362,Rx,1,0x5601069,x,8,CF F5 F7 FF 22 00 D0 C0 
13:13:40:7402,Rx,1,0x5601069,x,8,CF F5 F7 FF 22 00 D0 C0 
13:13:40:7462,Rx,1,0x5601069,x,8,CF F5 F6 FF 22 00 D0 C0 
13:13:40:7512,Rx,1,0x5601069,x,8,CE F5 F6 FF 21 00 D0 C0 
13:13:40:7562,Rx,1,0x5601069,x,8,CE F5 F6 FF 21 00 D0 C0 
13:13:40:7612,Rx,1,0x5601069,x,8,CE F5 F6 FF 21 00 D0 C0 
13:13:40:7662,Rx,1,0x5601069,x,8,CE F5 F5 FF 21 00 D0 C0 
13:13:40:7712,Rx,1,0x5601069,x,8,CE F5 FE FF 37 00 D0 C0 
13:13:40:7752,Rx,1,0x5601069,x,8,CE F5 FE FF 36 00 D0 C0 
13:13:40:7812,Rx,1,0x5601069,x,8,CE F5 FD FF 36 00 D0 C0 
13:13:40:7862,Rx,1,0x5601069,x,8,CD F5 FD FF 35 00 D0 C0 
13:13:40:7912,Rx,1,0x5601069,x,8,CD F5 FC FF 35 00 D0 C0 
13:13:40:7962,Rx,1,0x5601069,x,8,CD F5 FC FF 34 00 D0 C0 
13:13:40:8012,Rx,1,0x5601069,x,8,CD F5 FB FF 34 00 D0 C0 
13:13:40:8062,Rx,1,0x5601069,x,8,CC F5 FB FF 33 00 D0 C0 
13:13:40:8112,Rx,1,0x5601069,x,8,CC F5 FA FF 33 00 D0 C0 
13:13:40:8172,Rx,1,0x5601069,x,8,CC F5 FA FF 32 00 D0 C0 
13:13:40:8222,Rx,1,0x5601069,x,8,CC F5 FA FF 32 00 D0 C0 
13:13:40:8272,Rx,1,0x5601069,x,8,CC F5 F9 FF 31 00 D0 C0 
13:13:40:8322,Rx,1,0x5601069,x,8,CC F5 F9 FF 31 00 D0 C0 
13:13:40:8372,Rx,1,0x5601069,x,8,CC F5 F9 FF 30 00 D1 C0 
13:13:40:8422,Rx,1,0x5601069,x,8,CC F5 F9 FF 30 00 D1 C0 
13:13:40:8472,Rx,1,0x5601069,x,8,CC F5 F9 FF 2F 00 D1 C0 
13:13:40:8522,Rx,1,0x5601069,x,8,CC F5 F9 FF 2F 00 D1 C0 
13:13:40:8572,Rx,1,0x5601069,x,8,CB F5 F8 FF 2E 00 D1 C0 
13:13:40:8622,Rx,1,0x5601069,x,8,CB F5 F8 FF 2E 00 D1 C0 
13:13:40:8672,Rx,1,0x5601069,x,8,CB F5 F8 FF 2D 00 D1 C0 
13:13:40:8722,Rx,1,0x5601069,x,8,CB F5 F8 FF 2D 00 D1 C0 
13:13:40:8772,Rx,1,0x5601069,x,8,CB F5 F8 FF 2C 00 D1 C0 
13:13:40:8822,Rx,1,0x5601069,x,8,CA F5 F8 FF 2C 00 D1 C0 
13:13:40:8872,Rx,1,0x5601069,x,8,CA F5 F8 FF 2B 00 D1 C0 
13:13:40:8922,Rx,1,0x5601069,x,8,CA F5 F8 FF 2B 00 D1 C0 
13:13:40:8972,Rx,1,0x5601069,x,8,CA F5 F7 FF 2A 00 D1 C0 
13:13:40:9032,Rx,1,0x5601069,x,8,CA F5 F7 FF 2A 00 D1 C0 
13:13:40:9072,Rx,1,0x5601069,x,8,CA F5 F7 FF 29 00 D1 C0 
13:13:40:9132,Rx,1,0x5601069,x,8,CA F5 F7 FF 29 00 D1 C0 
13:13:40:9182,Rx,1,0x5601069,x,8,C9 F5 F7 FF 28 00 D1 C0 
13:13:40:9232,Rx,1,0x5601069,x,8,C9 F5 F6 FF 28 00 D1 C0 
13:13:40:9292,Rx,1,0x5601069,x,8,C9 F5 F6 FF 27 00 D1 C0 
13:13:40:9332,Rx,1,0x5601069,x,8,C9 F5 F6 FF 27 00 D1 C0 
13:13:40:9382,Rx,1,0x5601069,x,8,C8 F5 F6 FF 26 00 D1 C0 
13:13:40:9432,Rx,1,0x5601069,x,8,C8 F5 F5 FF 26 00 D1 C0 
13:13:40:9482,Rx,1,0x5601069,x,8,C8 F5 FB FF 3A 00 D1 C0 
13:13:40:9532,Rx,1,0x5601069,x,8,C8 F5 FB FF 39 00 D1 C0 
13:13:40:9582,Rx,1,0x5601069,x,8,C7 F5 FA FF 39 00 D1 C0 
13:13:40:9632,Rx,1,0x5601069,x,8,C7 F5 FA FF 38 00 D1 C0 
